Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Female,59,Not Graduate,Single,Employed,308500,0,Karnataka,3,Gold Loan,24460,1,Rent,Gold,129570,13,12.99,Good,0,14,0,Rural,2447300,1
Male,43,Undergraduate,Married,Employed,858600,103000,Andhra Pradesh,7,Gold Loan,291900,1,Own,Gold,54440,12,7.8,Good,0,5,0,Rural,1505900,1
Female,43,Undergraduate,Single,Employed,505500,234200,Gujarat,3,Car Loan / Vehicle Loan,135330,3,Rent,Car / Vehicle,818950,23,12.75,Bad,1,2,3,Rural,44700,0
Female,44,Undergraduate,Married,Employed,399100,90200,Punjab,7,Car Loan / Vehicle Loan,121760,0,Rent,Car / Vehicle,1343600,58,9.51,Good,0,3,0,Semi-urban,71500,0
Female,69,Graduate,Single,Employed,256800,0,Andaman and Nicobar Islands,3,Home Loan,119920,2,Rent,Apartment/Flat,1307500,168,6.0,Good,1,7,0,Semi-urban,1135100,0
Male,38,Undergraduate,Single,Employed,144600,0,Odisha,8,Home Loan,21790,1,Family,Apartment/Flat,697560,288,8.09,Good,0,7,0,Urban,1985900,0
Male,28,Graduate,Married,Self-employed,743200,0,Uttarakhand,0,Personal Loan,138220,0,Rent,Home,1278620,60,11.6,Good,1,7,1,Semi-urban,286600,0
Male,39,Graduate,Single,Self-employed,676500,0,Assam,3,Personal Loan,357270,1,Own,Home,856550,47,11.17,Good,0,6,0,Urban,175100,1
Female,19,Graduate,Married,Employed,171400,0,Karnataka,3,Business Loan,44420,0,Family,Commercial Property,1649010,19,8.65,Good,0,13,0,Urban,2166400,0
Other,24,Graduate,Married,Employed,195600,130300,Telangana,6,Business Loan,26640,1,Rent,Commercial Property,1963610,36,8.63,Good,1,6,1,Rural,1354600,0
Female,23,Undergraduate,Married,Self-employed,233600,0,Arunachal Pradesh,7,Home Loan,128620,0,Rent,House,2651830,300,6.0,Good,0,9,0,Semi-urban,770700,0
Female,66,Graduate,Single,Employed,234800,0,Sikkim,7,Home Loan,114310,0,Family,House,1037960,88,10.82,Good,0,14,0,Urban,3523300,0
Other,63,Graduate,Married,Self-employed,415000,155600,Gujarat,9,Business Loan,138000,2,Rent,Commercial Property,1158210,36,11.49,Good,0,7,0,Semi-urban,1533500,1
Female,61,Not Graduate,Single,Employed,413500,52900,Meghalaya,8,Car Loan / Vehicle Loan,168080,3,Rent,Car / Vehicle,559540,65,7.74,Good,0,10,0,Urban,28400,1
Male,47,Not Graduate,Married,Unemployed,131100,0,Tamil Nadu,0,Personal Loan,60210,1,Family,Home,224850,6,8.0,Good,0,14,1,Rural,106100,1
Female,63,Undergraduate,Single,Employed,321500,0,Puducherry,7,Education Loan,87310,0,Rent,Agricultural Land,112620,30,9.9,Bad,2,0,2,Urban,164400,0
Male,28,Undergraduate,Single,Self-employed,594400,0,Bihar,0,Personal Loan,222180,0,Rent,Home,143100,17,14.62,Bad,1,10,4,Semi-urban,386500,0
Male,74,Undergraduate,Married,Employed,699300,127300,Punjab,4,Home Loan,78610,3,Rent,Apartment/Flat,5840260,281,7.74,Good,0,5,0,Semi-urban,3056500,0
Male,49,Graduate,Single,Self-employed,338600,0,Punjab,6,Home Loan,83690,0,Rent,Apartment/Flat,7802620,132,6.0,Good,0,15,1,Semi-urban,819400,0
Female,77,Graduate,Married,Employed,243900,0,Assam,3,Home Loan,153860,0,Rent,Apartment/Flat,899270,101,6.0,Good,0,3,0,Urban,2135600,0
Male,27,Graduate,Married,Employed,379100,0,Tamil Nadu,7,Home Loan,641360,1,Rent,Apartment/Flat,7499900,322,8.92,Bad,0,4,5,Semi-urban,2689200,0
Male,49,Graduate,Married,Self-employed,403500,257700,Assam,8,Home Loan,129840,2,Family,Apartment/Flat,1007540,324,10.03,Good,0,11,0,Semi-urban,1295400,1
Male,61,Not Graduate,Married,Employed,207600,150000,Tripura,6,Personal Loan,29370,0,Rent,Home,818840,57,8.74,Good,0,9,0,Urban,76400,0
Male,49,Undergraduate,Divorced,Employed,428500,0,Haryana,5,Gold Loan,94080,3,Rent,Gold,93250,29,13.19,Bad,0,6,0,Urban,2458700,1
Male,46,Not Graduate,Married,Employed,397900,0,Chhattisgarh,10,Home Loan,36330,2,Rent,House,804910,286,10.33,Good,0,12,0,Semi-urban,1285500,0
Female,28,Undergraduate,Single,Self-employed,381000,0,Assam,7,Home Loan,190060,0,Rent,House,1890070,327,13.25,Bad,0,13,2,Urban,2474000,0
Female,42,Undergraduate,Married,Self-employed,368800,51900,Mizoram,2,Farm Equipment Loan,111560,0,Rent,Other,195880,110,12.48,Good,0,10,0,Urban,1452800,1
Male,33,Undergraduate,Single,Employed,74300,140400,Himachal Pradesh,7,Home Loan,10090,0,Rent,House,1054890,107,11.52,Good,0,13,3,Urban,2341700,0
Male,36,Undergraduate,Single,Self-employed,524200,0,Mizoram,5,Home Loan,131180,0,Rent,Apartment/Flat,1722210,112,8.47,Good,0,8,1,Urban,1737400,1
Male,61,Graduate,Single,Unemployed,100500,0,Jammu and Kashmir,0,Personal Loan,51530,3,Rent,Home,527510,39,11.96,Bad,0,11,4,Rural,40500,0
Male,57,Graduate,Single,Self-employed,635900,0,Dadra and Nagar Haveli and Daman and Diu,10,Home Loan,193100,2,Own,House,856420,90,11.99,Good,0,4,1,Rural,1478100,1
Female,56,Undergraduate,Single,Employed,368000,75800,West Bengal,8,Home Loan,61880,0,Rent,Apartment/Flat,3472580,315,9.16,Good,0,11,0,Semi-urban,1014400,0
Female,40,Graduate,Single,Employed,1346100,0,Mizoram,6,Home Loan,889810,0,Own,Apartment/Flat,6638510,331,6.0,Good,0,5,0,Urban,1463000,0
Female,78,Undergraduate,Married,Employed,1220700,0,Chhattisgarh,7,Travel Loan,468550,2,Rent,Home,108800,9,12.86,Good,1,11,0,Urban,126900,1
Male,23,Graduate,Married,Employed,184000,222500,Manipur,6,Personal Loan,29100,0,Rent,Home,453450,23,6.14,Good,0,7,0,Urban,230200,1
Female,39,Undergraduate,Married,Employed,146100,208400,Andhra Pradesh,3,Personal Loan,43480,0,Family,Home,1194430,37,11.29,Good,0,3,1,Semi-urban,157900,0
Male,25,Graduate,Single,Self-employed,138700,67600,Chhattisgarh,10,Business Loan,7450,1,Rent,Commercial Property,815020,91,6.07,Good,1,3,0,Semi-urban,845500,0
Male,39,Graduate,Single,Employed,444300,0,Karnataka,6,Personal Loan,159530,0,Rent,Home,97090,9,8.92,Good,0,11,1,Rural,17200,1
Female,78,Undergraduate,Married,Employed,292500,0,Uttar Pradesh,3,Home Loan,798130,1,Rent,Apartment/Flat,6074230,164,6.42,Good,0,13,0,Urban,2871800,0
Female,41,Graduate,Single,Employed,217600,222400,Andaman and Nicobar Islands,7,Personal Loan,151920,1,Rent,Home,419100,51,8.05,Good,0,6,0,Urban,413000,1
Female,75,Not Graduate,Single,Employed,221300,0,Tamil Nadu,1,Personal Loan,56260,0,Rent,Home,353860,38,10.88,Good,0,4,0,Semi-urban,137100,0
Female,49,Graduate,Married,Self-employed,662400,0,Jharkhand,3,Car Loan / Vehicle Loan,235070,3,Own,Car / Vehicle,1079240,59,10.42,Bad,0,6,3,Urban,101700,0
Female,62,Graduate,Married,Employed,471300,0,Uttar Pradesh,1,Consumer Durable Loan,211790,1,Rent,Home,98610,10,10.95,Good,0,15,0,Urban,267900,1
Female,46,Graduate,Single,Unemployed,108900,0,Puducherry,0,Home Loan,51540,3,Family,Apartment/Flat,3976820,326,11.44,Good,1,5,0,Urban,1039100,0
Male,34,Undergraduate,Married,Employed,221600,177900,Telangana,9,Home Loan,58650,2,Rent,Apartment/Flat,3399470,202,9.04,Bad,1,6,5,Urban,2515500,0
Male,66,Undergraduate,Married,Employed,360100,0,West Bengal,4,Car Loan / Vehicle Loan,18290,1,Rent,Car / Vehicle,357930,15,15.34,Bad,2,10,5,Urban,30300,0
Male,79,Graduate,Married,Self-employed,606600,0,Delhi,9,Home Loan,133140,2,Rent,House,6031490,112,13.45,Good,0,12,0,Urban,1246800,0
Male,34,Graduate,Single,Self-employed,429300,0,Uttar Pradesh,7,Travel Loan,77230,0,Rent,Home,37960,22,11.07,Good,0,8,1,Rural,100300,1
Male,67,Undergraduate,Married,Employed,159000,0,Delhi,2,Personal Loan,42590,0,Rent,Home,1124440,32,11.1,Bad,2,9,3,Rural,51900,0
Male,34,Not Graduate,Married,Self-employed,241800,0,Karnataka,2,Home Loan,38490,0,Rent,Apartment/Flat,881880,291,12.43,Bad,1,11,3,Urban,2574900,1
Female,63,Graduate,Single,Employed,403200,93000,Kerala,5,Personal Loan,189960,2,Family,Home,96370,47,10.92,Good,1,12,0,Urban,56100,1
Female,67,Graduate,Married,Employed,281700,0,Gujarat,1,Credit Card Loan,413620,0,Rent,Home,50270,17,18.38,Good,0,14,0,Rural,123800,1
Female,46,Graduate,Married,Employed,363700,0,Gujarat,6,Gold Loan,230090,0,Rent,Gold,180430,18,7.51,Good,0,5,1,Rural,883900,0
Male,64,Graduate,Single,Employed,929200,577300,Punjab,5,Personal Loan,254810,1,Rent,Gold,240990,9,13.39,Bad,0,1,4,Rural,66300,0
Female,35,Undergraduate,Married,Self-employed,471400,210800,Ladakh,1,Education Loan,458830,0,Rent,Agricultural Land,105050,151,8.23,Good,0,5,0,Urban,195700,1
Male,22,Not Graduate,Married,Employed,144200,244800,Haryana,5,Home Loan,88860,2,Rent,Land/Plot,3024330,352,10.5,Bad,0,6,3,Rural,1653000,0
Male,24,Not Graduate,Married,Self-employed,98300,0,Uttar Pradesh,9,Personal Loan,51030,1,Rent,Gold,50450,42,9.35,Good,0,8,0,Semi-urban,109000,1
Male,46,Undergraduate,Single,Self-employed,184500,0,Assam,9,Personal Loan,33790,0,Family,Home,60430,32,10.89,Good,0,12,1,Urban,136300,0
Male,74,Graduate,Married,Employed,293100,0,Lakshadweep,4,Credit Card Loan,75560,0,Family,Home,22820,25,16.84,Good,0,7,0,Urban,129700,1
Male,26,Not Graduate,Single,Employed,159600,0,Odisha,0,Business Loan,73760,1,Rent,Land/Plot,4717730,95,11.47,Good,1,11,0,Rural,1160100,0
Female,46,Graduate,Married,Employed,454700,0,Nagaland,9,Farm Equipment Loan,738960,1,Family,Agricultural Land,1486590,92,12.52,Good,0,5,0,Rural,2105400,0
Female,62,Graduate,Married,Employed,343900,0,Madhya Pradesh,6,Home Loan,314410,1,Rent,Apartment/Flat,917300,322,13.5,Bad,0,12,4,Urban,1560800,0
Female,30,Undergraduate,Married,Unemployed,124000,0,Lakshadweep,8,Business Loan,57650,0,Rent,Commercial Property,4468000,82,10.01,Good,0,6,0,Semi-urban,1153900,0
Male,63,Graduate,Married,Self-employed,663100,0,Meghalaya,0,Education Loan,218290,2,Rent,Agricultural Land,245970,41,6.0,Good,0,8,0,Urban,222900,1
Female,37,Undergraduate,Single,Employed,67800,108200,Chhattisgarh,3,Car Loan / Vehicle Loan,36130,2,Rent,Car / Vehicle,844310,59,12.59,Bad,2,9,4,Semi-urban,114300,0
Female,68,Not Graduate,Single,Employed,313500,53500,Rajasthan,3,Startup Loan,139180,0,Rent,Commercial Property,866720,75,8.45,Good,1,10,1,Urban,5466400,0
Male,54,Undergraduate,Married,Employed,596400,0,Sikkim,7,Business Loan,588210,1,Rent,Commercial Property,1013450,88,16.55,Bad,0,8,2,Urban,1191300,0
Female,52,Undergraduate,Single,Employed,440000,436300,Uttarakhand,7,Credit Card Loan,53080,1,Rent,Home,75530,24,14.93,Good,0,3,0,Urban,240800,1
Male,29,Graduate,Married,Employed,401400,98300,Nagaland,8,Home Loan,119460,0,Family,Apartment/Flat,3869400,301,9.41,Good,0,9,1,Urban,2403100,0
Male,47,Graduate,Married,Employed,394100,111000,Karnataka,4,Home Loan,209430,2,Family,House,5871100,179,9.4,Good,0,9,0,Rural,1496100,0
Male,71,Undergraduate,Married,Employed,379700,0,Andhra Pradesh,3,Startup Loan,344000,1,Rent,House,6253320,136,17.34,Bad,1,11,2,Rural,1561100,0
Male,19,Undergraduate,Single,Employed,156500,0,Puducherry,2,Travel Loan,216270,0,Rent,Home,179030,17,13.29,Good,0,9,1,Urban,396000,1
Male,65,Not Graduate,Married,Employed,326700,0,Gujarat,2,Home Loan,29510,0,Rent,House,1424050,270,6.0,Good,0,7,1,Urban,979000,0
Male,49,Graduate,Single,Employed,344500,0,Madhya Pradesh,1,Home Loan,56260,0,Family,Apartment/Flat,1355940,159,8.81,Bad,0,6,3,Urban,2488200,0
Male,63,Graduate,Married,Employed,897300,0,Goa,9,Personal Loan,246270,2,Family,Home,87310,15,10.8,Good,0,3,1,Urban,221900,1
Female,59,Graduate,Married,Employed,1076000,0,Himachal Pradesh,7,Home Loan,115840,1,Own,House,4796630,148,11.79,Good,0,12,0,Semi-urban,3396200,0
Male,45,Undergraduate,Married,Employed,261300,0,Assam,7,Personal Loan,287580,0,Rent,Home,1408980,11,7.38,Good,0,6,0,Urban,318500,0
Male,37,Undergraduate,Married,Employed,153300,119700,Madhya Pradesh,9,Wedding Loan,49150,1,Rent,Home,596990,15,10.91,Good,0,10,3,Urban,183800,0
Male,57,Not Graduate,Single,Unemployed,60000,0,Lakshadweep,8,Car Loan / Vehicle Loan,44550,1,Rent,Car / Vehicle,1453280,60,11.14,Good,0,6,0,Rural,71500,0
Female,26,Graduate,Married,Employed,330100,0,Himachal Pradesh,3,Consumer Durable Loan,83220,0,Family,Home,64660,14,10.05,Good,0,10,1,Semi-urban,51400,1
Female,54,Undergraduate,Married,Employed,543800,0,Lakshadweep,3,Personal Loan,218970,1,Family,Home,203330,46,15.81,Good,1,11,0,Urban,62200,0
Female,23,Graduate,Single,Employed,296700,78000,Tamil Nadu,1,Car Loan / Vehicle Loan,28940,1,Rent,Car / Vehicle,1522990,62,7.63,Good,0,4,0,Semi-urban,63100,0
Male,58,Graduate,Divorced,Employed,646000,0,Jammu and Kashmir,7,Gold Loan,80430,2,Rent,Gold,68370,9,9.49,Good,0,9,0,Urban,2301400,1
Male,57,Graduate,Married,Employed,359900,0,Tamil Nadu,9,Personal Loan,45490,1,Rent,Home,110110,16,12.48,Good,0,10,0,Semi-urban,71500,1
Female,23,Undergraduate,Divorced,Self-employed,69200,150500,Puducherry,7,Consumer Durable Loan,5110,0,Family,Home,49800,13,14.87,Bad,3,3,1,Urban,91600,0
Male,65,Graduate,Married,Unemployed,119100,0,Punjab,5,Personal Loan,78620,1,Rent,Fixed Deposit,313830,56,12.24,Good,0,3,3,Urban,254400,1
Female,44,Graduate,Single,Employed,1063500,118500,Chandigarh,3,Startup Loan,305290,0,Own,Commercial Property,2882490,59,14.32,Good,0,8,0,Urban,1985600,0
Female,67,Undergraduate,Married,Employed,455300,124600,Arunachal Pradesh,4,Home Loan,308110,1,Family,House,2525510,209,7.0,Good,0,9,1,Rural,447200,0
Male,20,Undergraduate,Single,Self-employed,231000,211300,Ladakh,2,Farm Equipment Loan,61130,0,Rent,Land/Plot,1571130,77,6.0,Good,1,7,0,Semi-urban,1488200,0
Female,29,Graduate,Married,Employed,479500,94300,Andhra Pradesh,1,Personal Loan,342860,2,Rent,Home,773240,8,14.32,Good,0,8,0,Semi-urban,71100,1
Female,49,Graduate,Single,Employed,298500,121800,Haryana,4,Car Loan / Vehicle Loan,185830,1,Family,Car / Vehicle,225730,42,12.75,Good,0,6,0,Rural,102100,1
Male,29,Undergraduate,Married,Self-employed,287700,0,Uttarakhand,2,Home Loan,75760,0,Family,Apartment/Flat,4910440,334,6.0,Good,0,12,1,Rural,259600,0
Male,38,Undergraduate,Single,Employed,396100,433800,Jharkhand,8,Car Loan / Vehicle Loan,134780,3,Rent,Car / Vehicle,207700,27,9.23,Good,0,2,0,Rural,368300,1
Male,59,Undergraduate,Single,Employed,235700,139400,Arunachal Pradesh,9,Gold Loan,90720,1,Family,Gold,153010,22,14.15,Bad,1,9,4,Urban,2730900,1
Female,27,Graduate,Single,Employed,333900,0,Delhi,2,Startup Loan,236640,0,Rent,Commercial Property,1004070,70,9.9,Good,0,8,0,Urban,838900,0
Male,60,Undergraduate,Married,Employed,802500,0,Odisha,0,Consumer Durable Loan,226990,1,Own,Home,103310,21,11.85,Good,0,12,1,Semi-urban,47300,1
Male,24,Not Graduate,Single,Unemployed,60000,0,Nagaland,9,Home Loan,23180,1,Rent,Land/Plot,1428670,116,8.66,Good,1,13,0,Rural,691100,0
Female,29,Graduate,Single,Employed,113100,0,Kerala,3,Car Loan / Vehicle Loan,10080,0,Family,Car / Vehicle,1784610,22,9.18,Good,0,10,1,Semi-urban,74400,0
Male,55,Graduate,Single,Employed,541000,0,Uttar Pradesh,2,Personal Loan,77580,0,Rent,Home,84340,27,11.62,Good,0,0,1,Rural,26800,1
Male,67,Not Graduate,Single,Employed,205700,0,Kerala,9,Business Loan,33190,3,Rent,Other,591170,97,15.6,Good,0,6,2,Semi-urban,1320500,0
Female,28,Graduate,Married,Employed,312000,0,Rajasthan,9,Credit Card Loan,136880,0,Rent,Home,20080,35,12.83,Good,0,2,0,Urban,202600,1
Male,36,Undergraduate,Married,Employed,178900,0,Chhattisgarh,6,Home Loan,29560,0,Rent,Apartment/Flat,930730,155,6.61,Good,1,5,2,Rural,1623000,0
Male,76,Not Graduate,Single,Employed,305300,0,Kerala,1,Home Loan,97010,1,Rent,Apartment/Flat,1775950,277,10.07,Good,0,6,1,Rural,394300,0
Male,80,Graduate,Single,Employed,966300,0,Arunachal Pradesh,7,Home Loan,245810,3,Rent,Land/Plot,3496080,124,12.87,Bad,0,5,4,Semi-urban,924600,0
Male,54,Undergraduate,Single,Employed,387600,56000,Karnataka,8,Personal Loan,112700,0,Rent,Home,428260,43,11.13,Bad,0,5,5,Semi-urban,72100,0
Male,46,Graduate,Single,Self-employed,196600,0,Maharashtra,4,Home Loan,114170,3,Rent,House,3026140,352,6.13,Good,0,7,1,Urban,4172400,0
Female,39,Not Graduate,Single,Employed,282300,0,Uttarakhand,6,Home Loan,93350,2,Rent,Apartment/Flat,912870,151,6.78,Good,0,6,1,Semi-urban,1162800,1
Female,56,Not Graduate,Single,Unemployed,95000,79600,Chandigarh,5,Business Loan,22550,1,Rent,Commercial Property,744240,88,9.46,Good,0,5,0,Urban,1085900,0
Male,55,Not Graduate,Single,Employed,331900,0,Punjab,7,Gold Loan,132850,1,Rent,Gold,366660,25,7.72,Good,0,1,2,Semi-urban,1216500,1
Female,36,Graduate,Single,Employed,606900,0,Ladakh,5,Medical Loan,640750,3,Own,Home,535520,41,14.5,Good,0,15,0,Semi-urban,59600,1
Female,19,Undergraduate,Married,Unemployed,60000,119300,Madhya Pradesh,10,Consumer Durable Loan,18140,0,Rent,Other,173000,4,13.33,Bad,2,7,5,Urban,152800,0
Female,27,Not Graduate,Single,Self-employed,152700,0,Nagaland,0,Home Loan,15860,0,Rent,Apartment/Flat,3794010,60,12.3,Bad,1,1,2,Urban,2032000,0
Female,78,Undergraduate,Married,Employed,223400,61100,Tamil Nadu,0,Home Loan,21560,2,Rent,Apartment/Flat,608940,74,7.93,Good,0,7,1,Urban,2975900,1
Female,44,Undergraduate,Married,Employed,381000,0,Gujarat,1,Personal Loan,84160,1,Rent,Home,247380,53,11.16,Good,0,6,1,Semi-urban,99900,1
Female,48,Graduate,Married,Self-employed,555700,138400,Meghalaya,1,Education Loan,61690,2,Rent,Agricultural Land,740450,161,9.82,Good,0,5,1,Urban,326100,1
Male,47,Not Graduate,Single,Employed,236900,0,Jammu and Kashmir,5,Personal Loan,9660,0,Rent,Home,580570,34,9.98,Good,1,8,0,Semi-urban,573400,0
Female,67,Graduate,Married,Employed,742000,118600,Nagaland,0,Business Loan,162310,0,Own,Commercial Property,5802570,17,11.13,Good,0,5,0,Semi-urban,2011500,0
Male,22,Graduate,Married,Employed,128800,0,Ladakh,2,Consumer Durable Loan,48280,2,Rent,Home,68410,11,6.0,Good,0,4,3,Urban,127400,1
Male,23,Not Graduate,Divorced,Self-employed,166300,127000,Tripura,5,Personal Loan,139100,0,Family,Home,187050,41,7.74,Good,0,3,0,Semi-urban,90100,1
Female,35,Not Graduate,Married,Employed,289100,0,Gujarat,9,Home Loan,78800,2,Rent,House,5351810,185,8.41,Good,0,11,1,Semi-urban,1099000,0
Male,48,Not Graduate,Single,Employed,206900,111700,Mizoram,8,Car Loan / Vehicle Loan,73280,2,Rent,Car / Vehicle,503680,23,8.72,Good,0,2,1,Semi-urban,145000,1
Male,60,Graduate,Married,Unemployed,73500,0,Maharashtra,2,Personal Loan,30690,1,Family,Home,144670,34,7.85,Good,0,8,1,Urban,145500,1
Male,48,Graduate,Married,Employed,182900,0,Lakshadweep,0,Home Loan,54030,0,Rent,Apartment/Flat,970020,176,6.93,Good,0,10,2,Semi-urban,1992600,0
Male,45,Undergraduate,Single,Self-employed,415700,0,Madhya Pradesh,8,Business Loan,67370,2,Rent,Commercial Property,244010,46,16.14,Bad,0,11,2,Semi-urban,1700600,1
Female,77,Graduate,Single,Employed,1249100,0,Nagaland,8,Gold Loan,1961230,3,Own,Gold,99040,35,15.64,Good,0,1,0,Semi-urban,763500,1
Female,28,Not Graduate,Married,Self-employed,132200,0,Tripura,10,Home Loan,16580,2,Rent,Apartment/Flat,584460,154,9.03,Bad,3,3,4,Urban,2353400,0
Male,54,Undergraduate,Single,Employed,504500,0,Lakshadweep,4,Credit Card Loan,194600,0,Rent,Vehicle,55730,35,12.01,Good,0,7,1,Semi-urban,180300,1
Male,52,Graduate,Married,Employed,129600,0,Punjab,0,Personal Loan,19200,2,Rent,Home,589440,51,15.74,Good,0,4,0,Rural,143200,0
Male,47,Graduate,Married,Employed,559400,0,Dadra and Nagar Haveli and Daman and Diu,10,Home Loan,169260,1,Rent,Apartment/Flat,6694160,153,7.54,Good,0,6,0,Rural,891700,0
Male,68,Graduate,Married,Self-employed,295000,0,Chhattisgarh,3,Personal Loan,113160,1,Rent,Home,1243220,39,12.52,Good,0,10,2,Rural,119300,0
Female,34,Not Graduate,Single,Employed,162900,0,Jammu and Kashmir,4,Education Loan,38310,3,Rent,Fixed Deposit,2216930,28,10.11,Good,1,10,0,Urban,358200,0
Female,78,Undergraduate,Married,Employed,411100,181100,Haryana,4,Gold Loan,43050,0,Family,Gold,50860,31,11.42,Good,0,7,0,Semi-urban,2275400,1
Male,38,Graduate,Married,Employed,149900,0,West Bengal,10,Car Loan / Vehicle Loan,31390,1,Rent,Car / Vehicle,303210,72,7.01,Good,0,9,1,Urban,244300,0
Male,52,Graduate,Married,Employed,2775500,0,Punjab,3,Education Loan,1885830,1,Own,Agricultural Land,1295440,132,9.07,Good,0,5,1,Semi-urban,69000,1
Female,50,Graduate,Single,Employed,346100,0,Sikkim,6,Education Loan,28770,1,Family,Agricultural Land,1385600,157,8.31,Good,0,3,0,Semi-urban,85000,0
Female,71,Graduate,Single,Employed,687000,416900,Bihar,5,Home Loan,700170,2,Own,Apartment/Flat,4688230,320,10.0,Good,0,12,0,Semi-urban,1194100,0
Male,45,Not Graduate,Single,Employed,596400,155100,Punjab,10,Home Loan,177870,1,Rent,Apartment/Flat,1649710,271,11.88,Good,0,8,0,Rural,809100,0
Male,35,Undergraduate,Single,Self-employed,355000,80800,Bihar,10,Education Loan,173850,0,Rent,Vehicle,637080,130,7.47,Good,0,4,0,Rural,38100,1
Male,19,Graduate,Divorced,Employed,102000,68300,Punjab,6,Home Loan,12130,0,Rent,House,3654020,267,8.87,Good,0,7,2,Urban,2145600,0
Female,40,Undergraduate,Single,Employed,331600,0,Manipur,1,Wedding Loan,81370,0,Rent,Home,456480,6,11.27,Good,0,10,1,Rural,95900,0
Male,70,Graduate,Single,Employed,179100,284900,Haryana,3,Home Loan,29060,2,Rent,Land/Plot,3670950,61,9.03,Good,0,5,0,Rural,1238400,0
Male,18,Graduate,Married,Employed,159500,0,Nagaland,7,Consumer Durable Loan,55840,2,Rent,Home,45990,3,11.91,Good,0,8,0,Semi-urban,163700,1
Other,74,Undergraduate,Single,Unemployed,315000,63400,Haryana,8,Medical Loan,36360,1,Rent,Home,681540,37,13.32,Good,0,12,0,Urban,87300,1
Female,52,Graduate,Single,Employed,226400,0,Assam,8,Car Loan / Vehicle Loan,38100,0,Rent,Car / Vehicle,561970,14,11.08,Bad,0,6,5,Urban,171000,0
Male,26,Graduate,Married,Employed,167900,315200,Arunachal Pradesh,5,Personal Loan,242650,0,Family,Home,165800,24,6.74,Good,0,7,1,Urban,86600,1
Male,37,Undergraduate,Single,Self-employed,881600,0,Madhya Pradesh,7,Home Loan,408920,0,Family,Apartment/Flat,2811180,231,9.84,Bad,1,6,1,Urban,5905800,0
Male,52,Not Graduate,Married,Employed,268200,0,Uttarakhand,3,Personal Loan,100470,1,Rent,Gold,597200,54,9.75,Good,0,4,1,Urban,123600,0
Female,37,Graduate,Married,Unemployed,70900,215400,Rajasthan,6,Travel Loan,26220,1,Family,Home,392840,23,13.93,Good,0,5,1,Urban,153300,0
Male,24,Undergraduate,Single,Employed,243800,0,Chhattisgarh,5,Wedding Loan,216490,1,Rent,Home,318340,33,15.95,Bad,0,12,5,Semi-urban,31600,0
